pais,country_code,year,pib_per_capita_ppc,formacao_bruta_capital_fixo_percent_pib,matricula_ensino_secundario_percent,comercio_percent_pib,investimento_estrangeiro_direto_percent_pib,populacao_total,emprego_industria_percent_emprego_total,valor_agregado_industrial_percent_pib,wgi_control_corruption,wgi_gov_effectiveness,wgi_political_stability,wgi_regulatory_quality,wgi_rule_law,wgi_voice_accountability,icrg_qog,populacao_total_log,investimento_estrangeiro_direto_percent_pib_log,country_id,time_idx
Malawi,MWI,2018,-1.0554185205396012,-0.09153061916490066,-0.8893597986154032,-0.8800523921519985,-0.5090324910065689,-0.1641521187890924,-1.3887651489173987,-0.7023279753603591,-1.2108524167650978,-1.240646298699596,0.07763796992567584,-0.04392958932426608,0.2061389163774616,0.44342140743850594,0.2735779705328008,16.73479808507909,3.6876835275303237,80,22
Malawi,MWI,2019,-1.048162831791537,-0.09153061916490066,-1.009314321328885,-0.8621703017420083,-0.5563427754499596,-0.16114258398077339,-1.3858434945619458,-0.6933263728221787,-1.2108524167650978,-1.240646298699596,0.07763796992567584,-0.04392958932426608,0.34166951112531785,0.4451671378062271,0.2735779705328008,16.761304040429433,3.6806549461266616,80,23
Malawi,MWI,2020,-1.0527901247059803,-0.09153061916490066,-0.794297161706232,-0.9538922718654019,-0.27856245780986655,-0.1580697648304512,-1.400982609835248,-0.6448521724091261,-0.6042661977638185,-1.240646298699596,0.07763796992567584,-0.04392958932426608,0.34166951112531785,0.4870688568034372,1.0417032984728147,16.787661412573495,3.721233759885968,80,24
Malawi,MWI,2021,-1.048117213344889,-0.09153061916490066,-0.9960071815131034,-0.8505623690154681,-0.46395118977883804,-0.15496529443827098,-1.4089651969096602,-0.6995679992912566,-0.6042661977638185,-1.240646298699596,0.07763796992567584,-0.04392958932426608,0.34166951112531785,0.4870688568034372,1.4257659624428218,16.813602994142006,3.6943353094620495,80,25
Malawi,MWI,2022,-1.0522622184903325,-0.09153061916490066,-1.0097772056483874,-0.8789548006843101,-0.3705034133965368,-0.1518118414211289,-1.41396798999073,-0.8257275930854956,-1.2108524167650978,-1.240646298699596,-0.1915646424211279,-0.04392958932426608,0.34166951112531785,0.5167494156836231,1.0417032984728147,16.839282470706994,3.7079842741502933,80,26
Malawi,MWI,2023,-1.0538612586906888,-0.09153061916490066,-0.9686374840392801,-0.9131414793855221,-0.37013568711190564,-0.1485720096613998,-1.4124665010012867,-0.6271883351356822,-1.2108524167650978,-1.240646298699596,-0.1915646424211279,-0.04392958932426608,0.34166951112531785,0.5062739859343212,0.8496719664878116,16.864996040333896,3.7080376178784453,80,27
Malaysia,MYS,2018,3.267601781974124,0.19548902112544206,0.4023154366561968,1.6376140687489305,-0.24949814721298355,-0.07717538905984532,1.27406071707907,0.9530898100475338,1.2154924592400194,1.1376896013079765,0.885245806966087,1.8735308852987191,1.2903836743603156,1.1225786107754483,1.857836459409078,17.309316534039063,3.7253859208365725,81,22
Malaysia,MYS,2019,3.3936792538858747,0.042154839294200996,0.43259054685608656,1.4237853585611076,-0.21697034192981982,-0.07397259663072009,1.3844931147523853,0.8853037112440796,1.2154924592400194,1.1376896013079765,0.885245806966087,1.8735308852987191,1.2903836743603156,1.171463775015031,1.857836459409078,17.325281198892228,3.7300125272426845,81,23
Malaysia,MYS,2020,3.07868083504308,-0.20328726994169594,0.35734513616345726,1.2428305398849406,-0.43747830427108647,-0.07125761672107593,1.1458383728583301,0.7570497479015885,1.2154924592400194,1.1376896013079765,0.885245806966087,1.8735308852987191,1.4259142691081725,1.1767014898896822,1.857836459409078,17.33861753081046,3.698220883700594,81,24
Malaysia,MYS,2021,3.172037358530339,-0.400670237125186,0.41950656053504704,1.7429723491535893,0.2749096301455342,-0.06888201383556553,1.1136282497538963,0.9024523383949642,1.2154924592400194,1.1376896013079765,0.885245806966087,1.8735308852987191,1.4259142691081725,1.1854311892712637,1.857836459409078,17.35014266091176,3.797485330499033,81,25
